Modelo,Color,Site,Attacked,Predator,Certainty
816,Red,Altamira,No,None,NA
817,Red,Altamira,No,None,NA
818,Red,Altamira,No,None,NA
819,Red,Altamira,No,None,NA
820,Red,Altamira,No,None,NA
821,Red,Altamira,No,None,NA
822,Red,Altamira,No,None,NA
823,Red,Altamira,No,None,NA
824,Red,Altamira,No,None,NA
825,Red,Altamira,No,None,NA
826,Red,Altamira,No,None,NA
827,Red,Altamira,No,None,NA
828,Red,Altamira,No,None,NA
829,Red,Altamira,No,None,NA
830,Red,Altamira,No,None,NA
831,Red,Altamira,No,None,NA
832,Red,Altamira,No,None,NA
833,Red,Altamira,No,None,NA
834,Red,Altamira,No,None,NA
835,Red,Altamira,No,None,NA
836,Red,Altamira,No,None,NA
837,Red,Altamira,No,None,NA
838,Red,Altamira,No,None,NA
839,Red,Altamira,No,None,NA
840,Red,Altamira,No,None,NA
841,Red,Altamira,No,None,NA
842,Red,Altamira,No,None,NA
843,Red,Altamira,No,None,NA
844,Red,Altamira,No,None,NA
845,Red,Altamira,No,None,NA
846,Red,Altamira,No,None,NA
847,Red,Altamira,No,None,NA
848,Red,Altamira,No,None,NA
849,Red,Altamira,No,None,NA
850,Red,Altamira,No,None,NA
851,Red,Altamira,No,None,NA
852,Red,Altamira,No,None,NA
853,Red,Altamira,No,None,NA
854,Red,Altamira,No,None,NA
855,Red,Altamira,No,None,NA
856,Red,Altamira,No,None,NA
857,Red,Altamira,No,None,NA
858,Red,Altamira,No,None,NA
859,Red,Altamira,No,None,NA
860,Red,Altamira,No,None,NA
861,Red,Altamira,No,None,NA
862,Red,Altamira,No,None,NA
863,Red,Altamira,No,None,NA
864,Red,Altamira,No,None,NA
865,Red,Altamira,No,None,NA
866,Red,Altamira,No,None,NA
867,Red,Altamira,No,None,NA
868,Red,Altamira,No,None,NA
869,Red,Altamira,No,None,NA
870,Red,Altamira,No,None,NA
871,Red,Altamira,No,None,NA
872,Red,Altamira,No,None,NA
873,Red,Altamira,No,None,NA
874,Red,Altamira,No,None,NA
875,Red,Altamira,No,None,NA
876,Red,Altamira,No,None,NA
877,Red,Altamira,No,None,NA
878,Red,Altamira,No,None,NA
879,Red,Altamira,No,None,NA
880,Red,Altamira,No,None,NA
881,Red,Altamira,No,None,NA
882,Red,Altamira,No,None,NA
883,Red,Altamira,No,None,NA
884,Red,Altamira,No,None,NA
885,Red,Altamira,No,None,NA
886,Red,Altamira,No,None,NA
887,Red,Altamira,No,None,NA
888,Red,Altamira,No,None,NA
889,Red,Altamira,No,None,NA
890,Red,Altamira,No,None,NA
891,Red,Altamira,No,None,NA
892,Red,Altamira,No,None,NA
893,Red,Altamira,No,None,NA
894,Red,Altamira,No,None,NA
895,Red,Altamira,No,None,NA
896,Red,Altamira,No,None,NA
897,Red,Altamira,No,None,NA
898,Red,Altamira,No,None,NA
899,Red,Altamira,No,None,NA
900,Red,Altamira,No,None,NA
901,Yellow,Altamira,Attacked,Artropodo,Seguro
902,Yellow,Altamira,Attacked,Artropodo,Seguro
903,Yellow,Altamira,Attacked,Artropodo,Seguro
904,Yellow,Altamira,Attacked,Artropodo,Seguro
905,Yellow,Altamira,Attacked,Artropodo,Seguro
906,Yellow,Altamira,Attacked,Artropodo,Seguro
907,Yellow,Altamira,Attacked,Artropodo,Seguro
908,Yellow,Altamira,Attacked,Artropodo,Seguro
909,Yellow,Altamira,Attacked,Artropodo,Seguro
910,Yellow,Altamira,Attacked,Artropodo,Seguro
911,Yellow,Altamira,Attacked,Artropodo,Seguro
912,Yellow,Altamira,Attacked,Artropodo,Seguro
913,Yellow,Altamira,Attacked,Artropodo,Seguro
914,Yellow,Altamira,Attacked,Artropodo,Seguro
915,Yellow,Altamira,Attacked,Ave,Seguro
916,Yellow,Altamira,Attacked,Ave,Seguro
917,Yellow,Altamira,Attacked,Ave,Seguro
918,Yellow,Altamira,Attacked,Ave,Seguro
919,Yellow,Altamira,Attacked,Ave,Seguro
920,Yellow,Altamira,Attacked,Ave,Seguro
921,Yellow,Altamira,Attacked,Ave,Seguro
922,Yellow,Altamira,Attacked,Ave,Seguro
923,Yellow,Altamira,Attacked,Ave,Seguro
924,Yellow,Altamira,Attacked,Ave,Seguro
925,Yellow,Altamira,Attacked,Ave,Seguro
926,Yellow,Altamira,Attacked,Ave,Seguro
927,Yellow,Altamira,Attacked,Ave,Seguro
928,Yellow,Altamira,Attacked,Ave,Seguro
929,Yellow,Altamira,Attacked,Ave,Seguro
930,Yellow,Altamira,Attacked,Ave,Tentativo
931,Yellow,Altamira,Attacked,Ave,Seguro
932,Yellow,Altamira,Attacked,Mamifero,Seguro
933,Yellow,Altamira,Attacked,Mamifero,Seguro
934,Yellow,Altamira,Attacked,Mamifero,Seguro
935,Yellow,Altamira,Attacked,Mamifero,Seguro
936,Yellow,Altamira,Attacked,Mamifero,Seguro
937,Yellow,Altamira,Attacked,Mamifero,Seguro
938,Yellow,Altamira,Attacked,Mamifero,Seguro
939,Yellow,Altamira,Attacked,Mamifero,Seguro
940,Yellow,Altamira,Attacked,Mamifero,Seguro
941,Yellow,Altamira,Attacked,Mamifero,Seguro
942,Yellow,Altamira,Attacked,Mamifero,Seguro
943,Yellow,Altamira,Attacked,Mamifero,Seguro
944,Yellow,Altamira,No,None,NA
945,Yellow,Altamira,No,None,NA
946,Yellow,Altamira,No,None,NA
947,Yellow,Altamira,No,None,NA
948,Yellow,Altamira,No,None,NA
949,Yellow,Altamira,No,None,NA
950,Yellow,Altamira,No,None,NA
951,Yellow,Altamira,No,None,NA
952,Yellow,Altamira,No,None,NA
953,Yellow,Altamira,No,None,NA
954,Yellow,Altamira,No,None,NA
955,Yellow,Altamira,No,None,NA
956,Yellow,Altamira,No,None,NA
957,Yellow,Altamira,No,None,NA
958,Yellow,Altamira,No,None,NA
959,Yellow,Altamira,No,None,NA
960,Yellow,Altamira,No,None,NA
961,Yellow,Altamira,No,None,NA
962,Yellow,Altamira,No,None,NA
963,Yellow,Altamira,No,None,NA
964,Yellow,Altamira,No,None,NA
965,Yellow,Altamira,No,None,NA
966,Yellow,Altamira,No,None,NA
967,Yellow,Altamira,No,None,NA
968,Yellow,Altamira,No,None,NA
969,Yellow,Altamira,No,None,NA
970,Yellow,Altamira,No,None,NA
971,Yellow,Altamira,No,None,NA
972,Yellow,Altamira,No,None,NA
973,Yellow,Altamira,No,None,NA
974,Yellow,Altamira,No,None,NA
975,Yellow,Altamira,No,None,NA
976,Yellow,Altamira,No,None,NA
977,Yellow,Altamira,No,None,NA
978,Yellow,Altamira,No,None,NA
979,Yellow,Altamira,No,None,NA
980,Yellow,Altamira,No,None,NA
981,Yellow,Altamira,No,None,NA
982,Yellow,Altamira,No,None,NA
983,Yellow,Altamira,No,None,NA
984,Yellow,Altamira,No,None,NA
985,Yellow,Altamira,No,None,NA
986,Yellow,Altamira,No,None,NA
987,Yellow,Altamira,No,None,NA
988,Yellow,Altamira,No,None,NA
989,Yellow,Altamira,No,None,NA
990,Yellow,Altamira,No,None,NA
991,Yellow,Altamira,No,None,NA
992,Yellow,Altamira,No,None,NA
993,Yellow,Altamira,No,None,NA
994,Yellow,Altamira,No,None,NA
995,Yellow,Altamira,No,None,NA
996,Yellow,Altamira,No,None,NA
997,Yellow,Altamira,No,None,NA
998,Yellow,Altamira,No,None,NA
999,Yellow,Altamira,No,None,NA
1000,Yellow,Altamira,No,None,NA
1001,Yellow,Altamira,No,None,NA
1002,Yellow,Altamira,No,None,NA
1003,Yellow,Altamira,No,None,NA
1004,Yellow,Altamira,No,None,NA
1005,Yellow,Altamira,No,None,NA
1006,Yellow,Altamira,No,None,NA
1007,Yellow,Altamira,No,None,NA
1008,Yellow,Altamira,No,None,NA
1009,Yellow,Altamira,No,None,NA
1010,Yellow,Altamira,No,None,NA
1011,Yellow,Altamira,No,None,NA
1012,Yellow,Altamira,No,None,NA
1013,Yellow,Altamira,No,None,NA
1014,Yellow,Altamira,No,None,NA
1015,Yellow,Altamira,No,None,NA
1016,Yellow,Altamira,No,None,NA
1017,Yellow,Altamira,No,None,NA
1018,Yellow,Altamira,No,None,NA
1019,Yellow,Altamira,No,None,NA
1020,Yellow,Altamira,No,None,NA
1021,Yellow,Altamira,No,None,NA
1022,Yellow,Altamira,No,None,NA
1023,Yellow,Altamira,No,None,NA
1024,Yellow,Altamira,No,None,NA
1025,Yellow,Altamira,No,None,NA
1026,Yellow,Altamira,No,None,NA
1027,Yellow,Altamira,No,None,NA
1028,Yellow,Altamira,No,None,NA
1029,Yellow,Altamira,No,None,NA
1030,Yellow,Altamira,No,None,NA
1031,Yellow,Altamira,No,None,NA
1032,Yellow,Altamira,No,None,NA
1033,Yellow,Altamira,No,None,NA
1034,Yellow,Altamira,No,None,NA
1035,Yellow,Altamira,No,None,NA
1036,Yellow,Altamira,No,None,NA
1037,Yellow,Altamira,No,None,NA
1038,Yellow,Altamira,No,None,NA
1039,Yellow,Altamira,No,None,NA
1040,Yellow,Altamira,No,None,NA
1041,Yellow,Altamira,No,None,NA
1042,Yellow,Altamira,No,None,NA
1043,Yellow,Altamira,No,None,NA
1044,Yellow,Altamira,No,None,NA
1045,Yellow,Altamira,No,None,NA
1046,Yellow,Altamira,No,None,NA
1047,Yellow,Altamira,No,None,NA
1048,Yellow,Altamira,No,None,NA
1049,Yellow,Altamira,No,None,NA
1050,Yellow,Altamira,No,None,NA
1051,Yellow,Altamira,No,None,NA
1052,Yellow,Altamira,No,None,NA
1053,Yellow,Altamira,No,None,NA
1054,Yellow,Altamira,No,None,NA
1055,Yellow,Altamira,No,None,NA
1056,Yellow,Altamira,No,None,NA
1057,Yellow,Altamira,No,None,NA
1058,Yellow,Altamira,No,None,NA
1059,Yellow,Altamira,No,None,NA
1060,Yellow,Altamira,No,None,NA
1061,Yellow,Altamira,No,None,NA
1062,Yellow,Altamira,No,None,NA
1063,Yellow,Altamira,No,None,NA
1064,Yellow,Altamira,No,None,NA
1065,Yellow,Altamira,No,None,NA
1066,Yellow,Altamira,No,None,NA
1067,Yellow,Altamira,No,None,NA
1068,Yellow,Altamira,No,None,NA
1069,Yellow,Altamira,No,None,NA
1070,Yellow,Altamira,No,None,NA
1071,Yellow,Altamira,No,None,NA
1072,Yellow,Altamira,No,None,NA
1073,Yellow,Altamira,No,None,NA
1074,Yellow,Altamira,No,None,NA
1075,Yellow,Altamira,No,None,NA
1076,Yellow,Altamira,No,None,NA
1077,Yellow,Altamira,No,None,NA
1078,Yellow,Altamira,No,None,NA
1079,Yellow,Altamira,No,None,NA
1080,Yellow,Altamira,No,None,NA
1081,Yellow,Altamira,No,None,NA
1082,Yellow,Altamira,No,None,NA
1083,Yellow,Altamira,No,None,NA
1084,Yellow,Altamira,No,None,NA
1085,Yellow,Altamira,No,None,NA
1086,Yellow,Altamira,No,None,NA
1087,Yellow,Altamira,No,None,NA
1088,Yellow,Altamira,No,None,NA
1089,Brown,Altamira,Attacked,Artropodo,Seguro
1090,Brown,Altamira,Attacked,Artropodo,Seguro
1091,Brown,Altamira,Attacked,Artropodo,Seguro
1092,Brown,Altamira,Attacked,Artropodo,Seguro
1093,Brown,Altamira,Attacked,Artropodo,Seguro
1094,Brown,Altamira,Attacked,Artropodo,Seguro
1095,Brown,Altamira,Attacked,Artropodo,Seguro
1096,Brown,Altamira,Attacked,Artropodo,Seguro
1097,Brown,Altamira,Attacked,Artropodo,Seguro
1098,Brown,Altamira,Attacked,Artropodo,Seguro
1099,Brown,Altamira,Attacked,Artropodo,Seguro
1100,Brown,Altamira,Attacked,Artropodo,Seguro
1101,Brown,Altamira,Attacked,Ave,Seguro
1102,Brown,Altamira,Attacked,Ave,Seguro
1103,Brown,Altamira,Attacked,Ave,Seguro
1104,Brown,Altamira,Attacked,Ave,Seguro
1105,Brown,Altamira,Attacked,Ave,Seguro
1106,Brown,Altamira,Attacked,Ave,Seguro
1107,Brown,Altamira,Attacked,Ave,Seguro
1108,Brown,Altamira,Attacked,Ave,Seguro
1109,Brown,Altamira,Attacked,Ave,Seguro
1110,Brown,Altamira,Attacked,Ave,Seguro
1111,Brown,Altamira,Attacked,Ave,Seguro
1112,Brown,Altamira,Attacked,Ave,Seguro
1113,Brown,Altamira,Attacked,Ave,Seguro
1114,Brown,Altamira,Attacked,Ave,Seguro
1115,Brown,Altamira,Attacked,Ave,Seguro
1116,Brown,Altamira,Attacked,Ave,Seguro
1117,Brown,Altamira,Attacked,Ave,Seguro
1118,Brown,Altamira,Attacked,Ave,Seguro
1119,Brown,Altamira,Attacked,Ave,Seguro
1120,Brown,Altamira,Attacked,Ave,Seguro
1121,Brown,Altamira,Attacked,Ave,Seguro
1122,Brown,Altamira,Attacked,Ave,Seguro
1123,Brown,Altamira,Attacked,Ave,Seguro
1124,Brown,Altamira,Attacked,Ave,Seguro
1125,Brown,Altamira,Attacked,Mamifero,Seguro
1126,Brown,Altamira,Attacked,Mamifero,Seguro
1127,Brown,Altamira,Attacked,Mamifero,Seguro
1128,Brown,Altamira,Attacked,Mamifero,Seguro
1129,Brown,Altamira,Attacked,Mamifero,Seguro
1130,Brown,Altamira,Attacked,Mamifero,Seguro
1131,Brown,Altamira,Attacked,Mamifero,Seguro
1132,Brown,Altamira,Attacked,Mamifero,Seguro
1133,Brown,Altamira,Attacked,Mamifero,Seguro
1134,Brown,Altamira,Attacked,Mamifero,Seguro
1135,Brown,Altamira,Attacked,Mamifero,Seguro
1136,Brown,Altamira,Attacked,Mamifero,Seguro
1137,Brown,Altamira,Attacked,Mamifero,Seguro
1138,Brown,Altamira,No,None,NA
1139,Brown,Altamira,No,None,NA
1140,Brown,Altamira,No,None,NA
1141,Brown,Altamira,No,None,NA
1142,Brown,Altamira,No,None,NA
1143,Brown,Altamira,No,None,NA
1144,Brown,Altamira,No,None,NA
1145,Brown,Altamira,No,None,NA
1146,Brown,Altamira,No,None,NA
1147,Brown,Altamira,No,None,NA
1148,Brown,Altamira,No,None,NA
1149,Brown,Altamira,No,None,NA
1150,Brown,Altamira,No,None,NA
1151,Brown,Altamira,No,None,NA
1152,Brown,Altamira,No,None,NA
1153,Brown,Altamira,No,None,NA
1154,Brown,Altamira,No,None,NA
1155,Brown,Altamira,No,None,NA
1156,Brown,Altamira,No,None,NA
1157,Brown,Altamira,No,None,NA
1158,Brown,Altamira,No,None,NA
1159,Brown,Altamira,No,None,NA
1160,Brown,Altamira,No,None,NA
1161,Brown,Altamira,No,None,NA
1162,Brown,Altamira,No,None,NA
1163,Brown,Altamira,No,None,NA
1164,Brown,Altamira,No,None,NA
1165,Brown,Altamira,No,None,NA
1166,Brown,Altamira,No,None,NA
1167,Brown,Altamira,No,None,NA
1168,Brown,Altamira,No,None,NA
1169,Brown,Altamira,No,None,NA
1170,Brown,Altamira,No,None,NA
1171,Brown,Altamira,No,None,NA
1172,Brown,Altamira,No,None,NA
1173,Brown,Altamira,No,None,NA
1174,Brown,Altamira,No,None,NA
1175,Brown,Altamira,No,None,NA
1176,Brown,Altamira,No,None,NA
1177,Brown,Altamira,No,None,NA
1178,Brown,Altamira,No,None,NA
1179,Brown,Altamira,No,None,NA
1180,Brown,Altamira,No,None,NA
1181,Brown,Altamira,No,None,NA
1182,Brown,Altamira,No,None,NA
1183,Brown,Altamira,No,None,NA
1184,Brown,Altamira,No,None,NA
1185,Brown,Altamira,No,None,NA
1186,Brown,Altamira,No,None,NA
1187,Brown,Altamira,No,None,NA
1188,Brown,Altamira,No,None,NA
1189,Brown,Altamira,No,None,NA
1190,Brown,Altamira,No,None,NA
1191,Brown,Altamira,No,None,NA
1192,Brown,Altamira,No,None,NA
1193,Brown,Altamira,No,None,NA
1194,Brown,Altamira,No,None,NA
1195,Brown,Altamira,No,None,NA
1196,Brown,Altamira,No,None,NA
1197,Brown,Altamira,No,None,NA
1198,Brown,Altamira,No,None,NA
1199,Brown,Altamira,No,None,NA
1200,Brown,Altamira,No,None,NA
1201,Brown,Altamira,No,None,NA
1202,Brown,Altamira,No,None,NA
1203,Brown,Altamira,No,None,NA
1204,Brown,Altamira,No,None,NA
1205,Brown,Altamira,No,None,NA
1206,Brown,Altamira,No,None,NA
1207,Brown,Altamira,No,None,NA
1208,Brown,Altamira,No,None,NA
1209,Brown,Altamira,No,None,NA
1210,Brown,Altamira,No,None,NA
1211,Brown,Altamira,No,None,NA
1212,Brown,Altamira,No,None,NA
1213,Brown,Altamira,No,None,NA
1214,Brown,Altamira,No,None,NA
1215,Brown,Altamira,No,None,NA
1216,Brown,Altamira,No,None,NA
1217,Brown,Altamira,No,None,NA
1218,Brown,Altamira,No,None,NA
1219,Brown,Altamira,No,None,NA
1220,Brown,Altamira,No,None,NA
1221,Brown,Altamira,No,None,NA
1222,Brown,Altamira,No,None,NA
1223,Brown,Altamira,No,None,NA
1224,Brown,Altamira,No,None,NA
1225,Brown,Altamira,No,None,NA
1226,Brown,Altamira,No,None,NA
1227,Brown,Altamira,No,None,NA
1228,Brown,Altamira,No,None,NA
1229,Brown,Altamira,No,None,NA
1230,Brown,Altamira,No,None,NA
1231,Brown,Altamira,No,None,NA
1232,Brown,Altamira,No,None,NA
1233,Brown,Altamira,No,None,NA
1234,Brown,Altamira,No,None,NA
1235,Brown,Altamira,No,None,NA
1236,Brown,Altamira,No,None,NA
1237,Brown,Altamira,No,None,NA
1238,Brown,Altamira,No,None,NA
1239,Brown,Altamira,No,None,NA
1240,Brown,Altamira,No,None,NA
1241,Brown,Altamira,No,None,NA
1242,Brown,Altamira,No,None,NA
1243,Brown,Altamira,No,None,NA
1244,Brown,Altamira,No,None,NA
1245,Brown,Altamira,No,None,NA
1246,Brown,Altamira,No,None,NA
1247,Brown,Altamira,No,None,NA
1248,Brown,Altamira,No,None,NA
1249,Brown,Altamira,No,None,NA
1250,Brown,Altamira,No,None,NA
1251,Brown,Altamira,No,None,NA
1252,Brown,Altamira,No,None,NA
1253,Brown,Altamira,No,None,NA
1254,Brown,Altamira,No,None,NA
1255,Brown,Altamira,No,None,NA
1256,Brown,Altamira,No,None,NA
1257,Brown,Altamira,No,None,NA
1258,Brown,Altamira,No,None,NA
1259,Brown,Altamira,No,None,NA
1260,Brown,Altamira,No,None,NA
1261,Brown,Altamira,No,None,NA
1262,Brown,Altamira,No,None,NA
1263,Brown,Altamira,No,None,NA
